instance,size,class,level,seed_idx,status,objective,n_emergencies,n_outsourced,n_outsourced_infeasible,n_outsourced_economic,n_inserted,frac_outsourced,outsourcing,tw_penalty,completion_penalty,W,LAMBDA,PI_S,PI_C
010_C101,10,C,1,0,OPTIMAL,6.4458,1,0,0,0,1,0.0,0.0,0.0,6.4458,80,5.0,5,1.0
010_C101,10,C,1,1,OPTIMAL,2.8206,1,0,0,0,1,0.0,0.0,0.0,2.8206,80,5.0,5,1.0
010_C101,10,C,1,2,OPTIMAL,200.9337,1,1,1,0,0,1.0,200.9337,0.0,0.0,80,5.0,5,1.0
010_C101,10,C,1,3,OPTIMAL,288.4615,1,1,1,0,0,1.0,288.4615,0.0,0.0,80,5.0,5,1.0
010_C101,10,C,1,4,OPTIMAL,304.5268,1,1,1,0,0,1.0,304.5268,0.0,0.0,80,5.0,5,1.0
010_C101,10,C,1,5,OPTIMAL,367.7718,1,1,1,0,0,1.0,367.7718,0.0,0.0,80,5.0,5,1.0
010_C101,10,C,1,6,OPTIMAL,87.0677,1,1,1,0,0,1.0,87.0677,0.0,0.0,80,5.0,5,1.0
010_C101,10,C,1,7,OPTIMAL,187.3922,1,1,1,0,0,1.0,187.3922,0.0,0.0,80,5.0,5,1.0
010_C101,10,C,1,8,OPTIMAL,178.3558,1,1,1,0,0,1.0,178.3558,0.0,0.0,80,5.0,5,1.0
010_C101,10,C,1,9,OPTIMAL,160.2227,1,1,1,0,0,1.0,160.2227,0.0,0.0,80,5.0,5,1.0
010_C101,10,C,2,0,OPTIMAL,606.1582,2,2,2,0,0,1.0,606.1582,0.0,0.0,80,5.0,5,1.0
010_C101,10,C,2,1,OPTIMAL,577.0304,2,2,2,0,0,1.0,577.0304,0.0,0.0,80,5.0,5,1.0
010_C101,10,C,2,2,OPTIMAL,375.6718,2,2,2,0,0,1.0,375.6718,0.0,0.0,80,5.0,5,1.0
010_C101,10,C,2,3,OPTIMAL,122.5377,2,1,1,0,1,0.5,121.3663,0.0,1.1714,80,5.0,5,1.0
010_C101,10,C,2,4,OPTIMAL,480.2651,2,2,2,0,0,1.0,480.2651,0.0,0.0,80,5.0,5,1.0
010_C101,10,C,2,5,OPTIMAL,165.0007,2,1,1,0,1,0.5,159.3698,0.0,5.631,80,5.0,5,1.0
010_C101,10,C,2,6,OPTIMAL,554.8421,2,2,2,0,0,1.0,554.8421,0.0,0.0,80,5.0,5,1.0
010_C101,10,C,2,7,OPTIMAL,301.9561,2,2,2,0,0,1.0,301.9561,0.0,0.0,80,5.0,5,1.0
010_C101,10,C,2,8,OPTIMAL,293.6251,2,2,2,0,0,1.0,293.6251,0.0,0.0,80,5.0,5,1.0
010_C101,10,C,2,9,OPTIMAL,613.7852,2,2,2,0,0,1.0,613.7852,0.0,0.0,80,5.0,5,1.0
010_C101,10,C,3,0,OPTIMAL,751.6466,3,3,3,0,0,1.0,751.6466,0.0,0.0,80,5.0,5,1.0
010_C101,10,C,3,1,OPTIMAL,658.6937,3,3,3,0,0,1.0,658.6937,0.0,0.0,80,5.0,5,1.0
010_C101,10,C,3,2,OPTIMAL,733.6176,3,3,3,0,0,1.0,733.6176,0.0,0.0,80,5.0,5,1.0
010_C101,10,C,3,3,OPTIMAL,616.6976,3,3,3,0,0,1.0,616.6976,0.0,0.0,80,5.0,5,1.0
010_C101,10,C,3,4,OPTIMAL,523.0575,3,3,3,0,0,1.0,523.0575,0.0,0.0,80,5.0,5,1.0
010_C101,10,C,3,5,OPTIMAL,659.3012,3,3,3,0,0,1.0,659.3012,0.0,0.0,80,5.0,5,1.0
010_C101,10,C,3,6,OPTIMAL,215.6903,3,1,1,0,2,0.3333,202.8155,0.0,12.8747,80,5.0,5,1.0
