LAMBDA,PI_S,size,class,level,n_scenarios,frac_outsourced_mean,frac_outsourced_std,objective_mean,objective_std
0.5,5,10,C,1,170,0.8588,0.3482,20.1154,9.3177
0.5,5,10,C,2,170,0.9265,0.1771,42.7302,13.2591
0.5,5,10,C,3,170,0.9216,0.1818,62.1967,12.9825
0.5,5,10,R,1,230,0.7217,0.4481,15.9835,8.4736
0.5,5,10,R,2,230,0.6239,0.3941,33.9536,16.2198
0.5,5,10,R,3,230,0.6536,0.3265,50.9075,17.9859
0.5,5,10,RC,1,160,0.6,0.4899,24.5765,15.4213
0.5,5,10,RC,2,160,0.7625,0.3398,58.1423,22.0711
0.5,5,10,RC,3,160,0.6312,0.3019,75.6266,28.459
0.5,5,15,C,1,170,0.7529,0.4313,19.8148,11.3974
0.5,5,15,C,2,170,0.8471,0.2714,42.127,18.1372
0.5,5,15,C,3,170,0.8216,0.2402,63.4045,21.3974
0.5,5,15,R,1,230,0.5609,0.4963,16.5659,10.3734
0.5,5,15,R,2,230,0.6283,0.4063,37.2258,18.2267
0.5,5,15,R,3,230,0.5304,0.3649,44.1383,21.3061
0.5,5,15,RC,1,160,0.475,0.4994,19.5892,16.1081
0.5,5,15,RC,2,160,0.5188,0.4104,42.7238,27.7677
0.5,5,15,RC,3,160,0.5042,0.3415,64.4433,32.5118
0.5,5,25,C,2,170,0.7441,0.3265,47.4148,20.1585
0.5,5,25,C,4,170,0.7206,0.2377,85.8988,22.9908
0.5,5,25,C,6,170,0.7039,0.2599,114.1773,36.5967
0.5,5,25,R,2,230,0.587,0.4184,39.2492,19.0224
0.5,5,25,R,4,230,0.5424,0.3537,76.3612,30.4489
0.5,5,25,R,6,230,0.5681,0.3064,113.0235,33.7342
0.5,5,25,RC,2,160,0.4375,0.4021,39.6984,26.4624
0.5,5,25,RC,4,160,0.4531,0.3414,83.4468,47.9154
0.5,5,25,RC,6,160,0.4531,0.3502,124.0305,69.1771
0.75,5,10,C,1,170,0.8353,0.3709,29.6631,14.4492
0.75,5,10,C,2,170,0.9147,0.1881,63.574,20.1162
0.75,5,10,C,3,170,0.8902,0.207,92.2895,19.9935
0.75,5,10,R,1,230,0.6783,0.4671,22.9792,13.1882
0.75,5,10,R,2,230,0.5891,0.4087,47.9246,25.2635
0.75,5,10,R,3,230,0.5783,0.3509,71.9597,28.3796
0.75,5,10,RC,1,160,0.5687,0.4953,35.148,24.1059
0.75,5,10,RC,2,160,0.7375,0.3489,85.58,34.442
0.75,5,10,RC,3,160,0.6104,0.3101,109.9862,44.3502
0.75,5,15,C,1,170,0.7118,0.4529,28.4798,17.6522
