instance,size,class,level,seed_idx,status,objective,n_emergencies,n_outsourced,n_outsourced_infeasible,n_outsourced_economic,n_inserted,frac_outsourced,outsourcing,tw_penalty,completion_penalty,W,LAMBDA,PI_S,PI_C
010_C101,10,C,2,7,OPTIMAL,10.2252,2,1,0,1,1,0.5,10.1562,0.0,0.069,120,0.5,2.0,1.0
010_C101,10,C,2,8,OPTIMAL,29.3625,2,2,1,1,0,1.0,29.3625,0.0,0.0,120,0.5,2.0,1.0
010_C101,10,C,2,9,OPTIMAL,61.3785,2,2,2,0,0,1.0,61.3785,0.0,0.0,120,0.5,2.0,1.0
010_C101,10,C,3,0,OPTIMAL,75.1647,3,3,3,0,0,1.0,75.1647,0.0,0.0,120,0.5,2.0,1.0
010_C101,10,C,3,1,OPTIMAL,65.8694,3,3,3,0,0,1.0,65.8694,0.0,0.0,120,0.5,2.0,1.0
010_C101,10,C,3,2,OPTIMAL,73.3618,3,3,3,0,0,1.0,73.3618,0.0,0.0,120,0.5,2.0,1.0
010_C101,10,C,3,3,OPTIMAL,56.8003,3,2,1,1,1,0.6667,51.1072,0.0,5.6931,120,0.5,2.0,1.0
010_C101,10,C,3,4,OPTIMAL,52.3058,3,3,3,0,0,1.0,52.3058,0.0,0.0,120,0.5,2.0,1.0
010_C101,10,C,3,5,OPTIMAL,28.2584,3,2,2,0,1,0.6667,27.4472,0.0,0.8111,120,0.5,2.0,1.0
010_C101,10,C,3,6,OPTIMAL,12.1061,3,1,0,1,2,0.3333,10.6857,0.0,1.4204,120,0.5,2.0,1.0
010_C101,10,C,3,7,OPTIMAL,49.1613,3,1,0,1,2,0.3333,40.5611,0.0,8.6002,120,0.5,2.0,1.0
010_C101,10,C,3,8,OPTIMAL,55.3325,3,2,2,0,1,0.6667,51.927,0.0,3.4054,120,0.5,2.0,1.0
010_C101,10,C,3,9,OPTIMAL,31.7333,3,2,1,1,1,0.6667,30.8673,0.0,0.866,120,0.5,2.0,1.0
010_C102,10,C,1,0,OPTIMAL,12.554,1,1,0,1,0,1.0,12.554,0.0,0.0,120,0.5,2.0,1.0
010_C102,10,C,1,1,OPTIMAL,14.1165,1,1,1,0,0,1.0,14.1165,0.0,0.0,120,0.5,2.0,1.0
010_C102,10,C,1,2,OPTIMAL,20.0934,1,1,0,1,0,1.0,20.0934,0.0,0.0,120,0.5,2.0,1.0
010_C102,10,C,1,3,OPTIMAL,28.8461,1,1,1,0,0,1.0,28.8461,0.0,0.0,120,0.5,2.0,1.0
010_C102,10,C,1,4,OPTIMAL,30.4527,1,1,1,0,0,1.0,30.4527,0.0,0.0,120,0.5,2.0,1.0
010_C102,10,C,1,5,OPTIMAL,36.7772,1,1,1,0,0,1.0,36.7772,0.0,0.0,120,0.5,2.0,1.0
010_C102,10,C,1,6,OPTIMAL,8.7068,1,1,1,0,0,1.0,8.7068,0.0,0.0,120,0.5,2.0,1.0
010_C102,10,C,1,7,OPTIMAL,18.7392,1,1,1,0,0,1.0,18.7392,0.0,0.0,120,0.5,2.0,1.0
010_C102,10,C,1,8,OPTIMAL,17.8356,1,1,1,0,0,1.0,17.8356,0.0,0.0,120,0.5,2.0,1.0
010_C102,10,C,1,9,OPTIMAL,16.0223,1,1,1,0,0,1.0,16.0223,0.0,0.0,120,0.5,2.0,1.0
010_C102,10,C,2,0,OPTIMAL,60.6158,2,2,1,1,0,1.0,60.6158,0.0,0.0,120,0.5,2.0,1.0
010_C102,10,C,2,1,OPTIMAL,57.703,2,2,2,0,0,1.0,57.703,0.0,0.0,120,0.5,2.0,1.0
010_C102,10,C,2,2,OPTIMAL,37.5672,2,2,2,0,0,1.0,37.5672,0.0,0.0,120,0.5,2.0,1.0
010_C102,10,C,2,3,OPTIMAL,32.0264,2,2,2,0,0,1.0,32.0264,0.0,0.0,120,0.5,2.0,1.0
010_C102,10,C,2,4,OPTIMAL,48.0265,2,2,2,0,0,1.0,48.0265,0.0,0.0,120,0.5,2.0,1.0
010_C102,10,C,2,5,OPTIMAL,21.568,2,1,1,0,1,0.5,15.937,0.0,5.631,120,0.5,2.0,1.0
010_C102,10,C,2,6,OPTIMAL,55.4842,2,2,2,0,0,1.0,55.4842,0.0,0.0,120,0.5,2.0,1.0
010_C102,10,C,2,7,OPTIMAL,30.1956,2,2,2,0,0,1.0,30.1956,0.0,0.0,120,0.5,2.0,1.0
010_C102,10,C,2,8,OPTIMAL,29.3625,2,2,2,0,0,1.0,29.3625,0.0,0.0,120,0.5,2.0,1.0
010_C102,10,C,2,9,OPTIMAL,61.3785,2,2,2,0,0,1.0,61.3785,0.0,0.0,120,0.5,2.0,1.0
010_C102,10,C,3,0,OPTIMAL,75.1647,3,3,3,0,0,1.0,75.1647,0.0,0.0,120,0.5,2.0,1.0
010_C102,10,C,3,1,OPTIMAL,65.8694,3,3,3,0,0,1.0,65.8694,0.0,0.0,120,0.5,2.0,1.0
010_C102,10,C,3,2,OPTIMAL,73.3618,3,3,3,0,0,1.0,73.3618,0.0,0.0,120,0.5,2.0,1.0
010_C102,10,C,3,3,OPTIMAL,56.8003,3,2,2,0,1,0.6667,51.1072,0.0,5.6931,120,0.5,2.0,1.0
010_C102,10,C,3,4,OPTIMAL,52.3058,3,3,3,0,0,1.0,52.3058,0.0,0.0,120,0.5,2.0,1.0
010_C102,10,C,3,5,OPTIMAL,65.9301,3,3,3,0,0,1.0,65.9301,0.0,0.0,120,0.5,2.0,1.0
010_C102,10,C,3,6,OPTIMAL,47.0135,3,3,3,0,0,1.0,47.0135,0.0,0.0,120,0.5,2.0,1.0
010_C102,10,C,3,7,OPTIMAL,80.6572,3,3,3,0,0,1.0,80.6572,0.0,0.0,120,0.5,2.0,1.0
010_C102,10,C,3,8,OPTIMAL,55.3325,3,2,2,0,1,0.6667,51.927,0.0,3.4054,120,0.5,2.0,1.0
010_C102,10,C,3,9,OPTIMAL,48.0065,3,3,3,0,0,1.0,48.0065,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,1,0,OPTIMAL,12.554,1,1,0,1,0,1.0,12.554,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,1,1,OPTIMAL,14.1165,1,1,1,0,0,1.0,14.1165,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,1,2,OPTIMAL,20.0934,1,1,0,1,0,1.0,20.0934,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,1,3,OPTIMAL,28.8461,1,1,1,0,0,1.0,28.8461,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,1,4,OPTIMAL,30.4527,1,1,1,0,0,1.0,30.4527,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,1,5,OPTIMAL,36.7772,1,1,1,0,0,1.0,36.7772,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,1,6,OPTIMAL,8.7068,1,1,1,0,0,1.0,8.7068,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,1,7,OPTIMAL,18.7392,1,1,1,0,0,1.0,18.7392,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,1,8,OPTIMAL,17.8356,1,1,1,0,0,1.0,17.8356,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,1,9,OPTIMAL,16.0223,1,1,1,0,0,1.0,16.0223,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,2,0,OPTIMAL,60.6158,2,2,1,1,0,1.0,60.6158,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,2,1,OPTIMAL,57.703,2,2,2,0,0,1.0,57.703,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,2,2,OPTIMAL,37.5672,2,2,2,0,0,1.0,37.5672,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,2,3,OPTIMAL,32.0264,2,2,2,0,0,1.0,32.0264,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,2,4,OPTIMAL,48.0265,2,2,2,0,0,1.0,48.0265,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,2,5,OPTIMAL,26.3375,2,2,2,0,0,1.0,26.3375,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,2,6,OPTIMAL,55.4842,2,2,2,0,0,1.0,55.4842,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,2,7,OPTIMAL,30.1956,2,2,2,0,0,1.0,30.1956,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,2,8,OPTIMAL,29.3625,2,2,2,0,0,1.0,29.3625,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,2,9,OPTIMAL,61.3785,2,2,2,0,0,1.0,61.3785,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,3,0,OPTIMAL,75.1647,3,3,3,0,0,1.0,75.1647,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,3,1,OPTIMAL,65.8694,3,3,3,0,0,1.0,65.8694,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,3,2,OPTIMAL,73.3618,3,3,3,0,0,1.0,73.3618,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,3,3,OPTIMAL,61.6698,3,3,3,0,0,1.0,61.6698,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,3,4,OPTIMAL,52.3058,3,3,3,0,0,1.0,52.3058,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,3,5,OPTIMAL,65.9301,3,3,3,0,0,1.0,65.9301,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,3,6,OPTIMAL,47.0135,3,3,3,0,0,1.0,47.0135,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,3,7,OPTIMAL,80.6572,3,3,3,0,0,1.0,80.6572,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,3,8,OPTIMAL,68.698,3,3,3,0,0,1.0,68.698,0.0,0.0,120,0.5,2.0,1.0
010_C103,10,C,3,9,OPTIMAL,48.0065,3,3,3,0,0,1.0,48.0065,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,1,0,OPTIMAL,12.554,1,1,0,1,0,1.0,12.554,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,1,1,OPTIMAL,14.1165,1,1,1,0,0,1.0,14.1165,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,1,2,OPTIMAL,20.0934,1,1,0,1,0,1.0,20.0934,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,1,3,OPTIMAL,28.8461,1,1,1,0,0,1.0,28.8461,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,1,4,OPTIMAL,30.4527,1,1,1,0,0,1.0,30.4527,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,1,5,OPTIMAL,36.7772,1,1,1,0,0,1.0,36.7772,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,1,6,OPTIMAL,8.7068,1,1,1,0,0,1.0,8.7068,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,1,7,OPTIMAL,18.7392,1,1,1,0,0,1.0,18.7392,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,1,8,OPTIMAL,17.8356,1,1,1,0,0,1.0,17.8356,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,1,9,OPTIMAL,16.0223,1,1,1,0,0,1.0,16.0223,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,2,0,OPTIMAL,60.6158,2,2,1,1,0,1.0,60.6158,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,2,1,OPTIMAL,57.703,2,2,2,0,0,1.0,57.703,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,2,2,OPTIMAL,37.5672,2,2,2,0,0,1.0,37.5672,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,2,3,OPTIMAL,32.0264,2,2,2,0,0,1.0,32.0264,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,2,4,OPTIMAL,48.0265,2,2,2,0,0,1.0,48.0265,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,2,5,OPTIMAL,26.3375,2,2,2,0,0,1.0,26.3375,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,2,6,OPTIMAL,55.4842,2,2,2,0,0,1.0,55.4842,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,2,7,OPTIMAL,30.1956,2,2,2,0,0,1.0,30.1956,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,2,8,OPTIMAL,29.3625,2,2,2,0,0,1.0,29.3625,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,2,9,OPTIMAL,61.3785,2,2,2,0,0,1.0,61.3785,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,3,0,OPTIMAL,75.1647,3,3,3,0,0,1.0,75.1647,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,3,1,OPTIMAL,65.8694,3,3,3,0,0,1.0,65.8694,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,3,2,OPTIMAL,73.3618,3,3,3,0,0,1.0,73.3618,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,3,3,OPTIMAL,61.6698,3,3,3,0,0,1.0,61.6698,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,3,4,OPTIMAL,52.3058,3,3,3,0,0,1.0,52.3058,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,3,5,OPTIMAL,65.9301,3,3,3,0,0,1.0,65.9301,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,3,6,OPTIMAL,47.0135,3,3,3,0,0,1.0,47.0135,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,3,7,OPTIMAL,80.6572,3,3,3,0,0,1.0,80.6572,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,3,8,OPTIMAL,68.698,3,3,3,0,0,1.0,68.698,0.0,0.0,120,0.5,2.0,1.0
010_C104,10,C,3,9,OPTIMAL,48.0065,3,3,3,0,0,1.0,48.0065,0.0,0.0,120,0.5,2.0,1.0
010_C105,10,C,1,0,OPTIMAL,6.4458,1,0,0,0,1,0.0,0.0,0.0,6.4458,120,0.5,2.0,1.0
010_C105,10,C,1,1,OPTIMAL,0.0013,1,0,0,0,1,0.0,0.0,0.0,0.0013,120,0.5,2.0,1.0
010_C105,10,C,1,2,OPTIMAL,7.8471,1,0,0,0,1,0.0,0.0,0.0,7.8471,120,0.5,2.0,1.0
010_C105,10,C,1,3,OPTIMAL,28.8461,1,1,0,1,0,1.0,28.8461,0.0,0.0,120,0.5,2.0,1.0
010_C105,10,C,1,4,OPTIMAL,30.4527,1,1,1,0,0,1.0,30.4527,0.0,0.0,120,0.5,2.0,1.0
010_C105,10,C,1,5,OPTIMAL,36.7772,1,1,1,0,0,1.0,36.7772,0.0,0.0,120,0.5,2.0,1.0
010_C105,10,C,1,6,OPTIMAL,8.7068,1,1,1,0,0,1.0,8.7068,0.0,0.0,120,0.5,2.0,1.0
010_C105,10,C,1,7,OPTIMAL,18.7392,1,1,1,0,0,1.0,18.7392,0.0,0.0,120,0.5,2.0,1.0
010_C105,10,C,1,8,OPTIMAL,5.5276,1,0,0,0,1,0.0,0.0,0.0,5.5276,120,0.5,2.0,1.0
010_C105,10,C,1,9,OPTIMAL,16.0223,1,1,1,0,0,1.0,16.0223,0.0,0.0,120,0.5,2.0,1.0
010_C105,10,C,2,0,OPTIMAL,60.6158,2,2,2,0,0,1.0,60.6158,0.0,0.0,120,0.5,2.0,1.0
010_C105,10,C,2,1,OPTIMAL,57.703,2,2,2,0,0,1.0,57.703,0.0,0.0,120,0.5,2.0,1.0
010_C105,10,C,2,2,OPTIMAL,37.5672,2,2,2,0,0,1.0,37.5672,0.0,0.0,120,0.5,2.0,1.0
010_C105,10,C,2,3,OPTIMAL,13.3081,2,1,1,0,1,0.5,12.1366,0.0,1.1714,120,0.5,2.0,1.0
010_C105,10,C,2,4,OPTIMAL,34.5124,2,1,1,0,1,0.5,30.9996,0.0,3.5129,120,0.5,2.0,1.0
010_C105,10,C,2,5,OPTIMAL,21.568,2,1,1,0,1,0.5,15.937,0.0,5.631,120,0.5,2.0,1.0
010_C105,10,C,2,6,OPTIMAL,55.4842,2,2,2,0,0,1.0,55.4842,0.0,0.0,120,0.5,2.0,1.0
010_C105,10,C,2,7,OPTIMAL,10.2252,2,1,1,0,1,0.5,10.1562,0.0,0.069,120,0.5,2.0,1.0
010_C105,10,C,2,8,OPTIMAL,29.3625,2,2,2,0,0,1.0,29.3625,0.0,0.0,120,0.5,2.0,1.0
010_C105,10,C,2,9,OPTIMAL,61.3785,2,2,2,0,0,1.0,61.3785,0.0,0.0,120,0.5,2.0,1.0
010_C105,10,C,3,0,OPTIMAL,75.1647,3,3,3,0,0,1.0,75.1647,0.0,0.0,120,0.5,2.0,1.0
010_C105,10,C,3,1,OPTIMAL,65.8694,3,3,3,0,0,1.0,65.8694,0.0,0.0,120,0.5,2.0,1.0
010_C105,10,C,3,2,OPTIMAL,73.3618,3,3,3,0,0,1.0,73.3618,0.0,0.0,120,0.5,2.0,1.0
010_C105,10,C,3,3,OPTIMAL,46.8132,3,1,1,0,2,0.3333,41.0681,0.0,5.7451,120,0.5,2.0,1.0
010_C105,10,C,3,4,OPTIMAL,52.3058,3,3,3,0,0,1.0,52.3058,0.0,0.0,120,0.5,2.0,1.0
010_C105,10,C,3,5,OPTIMAL,65.9301,3,3,3,0,0,1.0,65.9301,0.0,0.0,120,0.5,2.0,1.0
010_C105,10,C,3,6,OPTIMAL,12.1061,3,1,0,1,2,0.3333,10.6857,0.0,1.4204,120,0.5,2.0,1.0
010_C105,10,C,3,7,OPTIMAL,62.9068,3,2,1,1,1,0.6667,60.951,0.0,1.9558,120,0.5,2.0,1.0
010_C105,10,C,3,8,OPTIMAL,54.5661,3,2,1,1,1,0.6667,51.927,0.0,2.639,120,0.5,2.0,1.0
010_C105,10,C,3,9,OPTIMAL,40.1092,3,2,2,0,1,0.6667,36.5975,0.0,3.5117,120,0.5,2.0,1.0
010_C106,10,C,1,0,OPTIMAL,6.4458,1,0,0,0,1,0.0,0.0,0.0,6.4458,120,0.5,2.0,1.0
010_C106,10,C,1,1,OPTIMAL,0.0013,1,0,0,0,1,0.0,0.0,0.0,0.0013,120,0.5,2.0,1.0
010_C106,10,C,1,2,OPTIMAL,7.8471,1,0,0,0,1,0.0,0.0,0.0,7.8471,120,0.5,2.0,1.0
010_C106,10,C,1,3,OPTIMAL,28.8461,1,1,0,1,0,1.0,28.8461,0.0,0.0,120,0.5,2.0,1.0
010_C106,10,C,1,4,OPTIMAL,30.4527,1,1,1,0,0,1.0,30.4527,0.0,0.0,120,0.5,2.0,1.0
010_C106,10,C,1,5,OPTIMAL,36.7772,1,1,1,0,0,1.0,36.7772,0.0,0.0,120,0.5,2.0,1.0
010_C106,10,C,1,6,OPTIMAL,8.7068,1,1,1,0,0,1.0,8.7068,0.0,0.0,120,0.5,2.0,1.0
010_C106,10,C,1,7,OPTIMAL,18.7392,1,1,1,0,0,1.0,18.7392,0.0,0.0,120,0.5,2.0,1.0
010_C106,10,C,1,8,OPTIMAL,11.0552,1,0,0,0,1,0.0,0.0,0.0,11.0552,120,0.5,2.0,1.0
010_C106,10,C,1,9,OPTIMAL,16.0223,1,1,1,0,0,1.0,16.0223,0.0,0.0,120,0.5,2.0,1.0
010_C106,10,C,2,0,OPTIMAL,60.6158,2,2,2,0,0,1.0,60.6158,0.0,0.0,120,0.5,2.0,1.0
010_C106,10,C,2,1,OPTIMAL,57.703,2,2,2,0,0,1.0,57.703,0.0,0.0,120,0.5,2.0,1.0
010_C106,10,C,2,2,OPTIMAL,37.5672,2,2,2,0,0,1.0,37.5672,0.0,0.0,120,0.5,2.0,1.0
010_C106,10,C,2,3,OPTIMAL,13.3081,2,1,1,0,1,0.5,12.1366,0.0,1.1714,120,0.5,2.0,1.0
010_C106,10,C,2,4,OPTIMAL,48.0265,2,2,2,0,0,1.0,48.0265,0.0,0.0,120,0.5,2.0,1.0
010_C106,10,C,2,5,OPTIMAL,26.3375,2,2,1,1,0,1.0,26.3375,0.0,0.0,120,0.5,2.0,1.0
010_C106,10,C,2,6,OPTIMAL,55.4842,2,2,2,0,0,1.0,55.4842,0.0,0.0,120,0.5,2.0,1.0
010_C106,10,C,2,7,OPTIMAL,10.2252,2,1,0,1,1,0.5,10.1562,0.0,0.069,120,0.5,2.0,1.0
010_C106,10,C,2,8,OPTIMAL,29.3625,2,2,1,1,0,1.0,29.3625,0.0,0.0,120,0.5,2.0,1.0
010_C106,10,C,2,9,OPTIMAL,61.3785,2,2,2,0,0,1.0,61.3785,0.0,0.0,120,0.5,2.0,1.0
010_C106,10,C,3,0,OPTIMAL,75.1647,3,3,3,0,0,1.0,75.1647,0.0,0.0,120,0.5,2.0,1.0
010_C106,10,C,3,1,OPTIMAL,65.8694,3,3,3,0,0,1.0,65.8694,0.0,0.0,120,0.5,2.0,1.0
010_C106,10,C,3,2,OPTIMAL,73.3618,3,3,3,0,0,1.0,73.3618,0.0,0.0,120,0.5,2.0,1.0
010_C106,10,C,3,3,OPTIMAL,61.6698,3,3,1,2,0,1.0,61.6698,0.0,0.0,120,0.5,2.0,1.0
010_C106,10,C,3,4,OPTIMAL,52.3058,3,3,3,0,0,1.0,52.3058,0.0,0.0,120,0.5,2.0,1.0
010_C106,10,C,3,5,OPTIMAL,29.0695,3,2,2,0,1,0.6667,27.4472,0.0,1.6223,120,0.5,2.0,1.0
010_C106,10,C,3,6,OPTIMAL,12.1061,3,1,0,1,2,0.3333,10.6857,0.0,1.4204,120,0.5,2.0,1.0
010_C106,10,C,3,7,OPTIMAL,62.9068,3,2,0,2,1,0.6667,60.951,0.0,1.9558,120,0.5,2.0,1.0
010_C106,10,C,3,8,OPTIMAL,62.1434,3,2,1,1,1,0.6667,51.927,0.0,10.2163,120,0.5,2.0,1.0
010_C106,10,C,3,9,OPTIMAL,48.0065,3,3,1,2,0,1.0,48.0065,0.0,0.0,120,0.5,2.0,1.0
010_C107,10,C,1,0,OPTIMAL,6.4458,1,0,0,0,1,0.0,0.0,0.0,6.4458,120,0.5,2.0,1.0
010_C107,10,C,1,1,OPTIMAL,0.0013,1,0,0,0,1,0.0,0.0,0.0,0.0013,120,0.5,2.0,1.0
010_C107,10,C,1,2,OPTIMAL,7.8471,1,0,0,0,1,0.0,0.0,0.0,7.8471,120,0.5,2.0,1.0
010_C107,10,C,1,3,OPTIMAL,28.8461,1,1,1,0,0,1.0,28.8461,0.0,0.0,120,0.5,2.0,1.0
010_C107,10,C,1,4,OPTIMAL,30.4527,1,1,1,0,0,1.0,30.4527,0.0,0.0,120,0.5,2.0,1.0
010_C107,10,C,1,5,OPTIMAL,36.7772,1,1,1,0,0,1.0,36.7772,0.0,0.0,120,0.5,2.0,1.0
010_C107,10,C,1,6,OPTIMAL,8.7068,1,1,1,0,0,1.0,8.7068,0.0,0.0,120,0.5,2.0,1.0
010_C107,10,C,1,7,OPTIMAL,18.7392,1,1,1,0,0,1.0,18.7392,0.0,0.0,120,0.5,2.0,1.0
010_C107,10,C,1,8,OPTIMAL,1.6558,1,0,0,0,1,0.0,0.0,0.0,1.6558,120,0.5,2.0,1.0
010_C107,10,C,1,9,OPTIMAL,16.0223,1,1,1,0,0,1.0,16.0223,0.0,0.0,120,0.5,2.0,1.0
010_C107,10,C,2,0,OPTIMAL,60.6158,2,2,1,1,0,1.0,60.6158,0.0,0.0,120,0.5,2.0,1.0
010_C107,10,C,2,1,OPTIMAL,57.703,2,2,2,0,0,1.0,57.703,0.0,0.0,120,0.5,2.0,1.0
010_C107,10,C,2,2,OPTIMAL,37.5672,2,2,2,0,0,1.0,37.5672,0.0,0.0,120,0.5,2.0,1.0
010_C107,10,C,2,3,OPTIMAL,15.8273,2,1,1,0,1,0.5,12.1366,0.0,3.6907,120,0.5,2.0,1.0
010_C107,10,C,2,4,OPTIMAL,34.5124,2,1,1,0,1,0.5,30.9996,0.0,3.5129,120,0.5,2.0,1.0
010_C107,10,C,2,5,OPTIMAL,22.3064,2,1,1,0,1,0.5,15.937,0.0,6.3694,120,0.5,2.0,1.0
010_C107,10,C,2,6,OPTIMAL,55.4842,2,2,2,0,0,1.0,55.4842,0.0,0.0,120,0.5,2.0,1.0
010_C107,10,C,2,7,OPTIMAL,10.2252,2,1,1,0,1,0.5,10.1562,0.0,0.069,120,0.5,2.0,1.0
010_C107,10,C,2,8,OPTIMAL,29.3625,2,2,2,0,0,1.0,29.3625,0.0,0.0,120,0.5,2.0,1.0
010_C107,10,C,2,9,OPTIMAL,61.3785,2,2,2,0,0,1.0,61.3785,0.0,0.0,120,0.5,2.0,1.0
010_C107,10,C,3,0,OPTIMAL,75.1647,3,3,3,0,0,1.0,75.1647,0.0,0.0,120,0.5,2.0,1.0
010_C107,10,C,3,1,OPTIMAL,65.8694,3,3,3,0,0,1.0,65.8694,0.0,0.0,120,0.5,2.0,1.0
010_C107,10,C,3,2,OPTIMAL,73.3618,3,3,3,0,0,1.0,73.3618,0.0,0.0,120,0.5,2.0,1.0
010_C107,10,C,3,3,OPTIMAL,51.6827,3,2,2,0,1,0.6667,51.6307,0.0,0.052,120,0.5,2.0,1.0
010_C107,10,C,3,4,OPTIMAL,52.3058,3,3,3,0,0,1.0,52.3058,0.0,0.0,120,0.5,2.0,1.0
