LAMBDA,PI_S,size,class,level,n_scenarios,frac_outsourced_mean,frac_outsourced_std,objective_mean,objective_std
0.5,1,10,C,1,170,0.9294,0.2561,20.8039,8.5388
0.5,1,10,C,2,170,0.9706,0.1176,43.8071,12.0392
0.5,1,10,C,3,170,0.951,0.1336,63.3625,11.5286
0.5,1,10,R,1,230,0.7826,0.4125,16.6165,8.1322
0.5,1,10,R,2,230,0.8457,0.2491,39.6442,12.1695
0.5,1,10,R,3,230,0.7928,0.2781,57.4544,17.6245
0.5,1,10,RC,1,160,0.7812,0.4134,30.5667,13.2653
0.5,1,10,RC,2,160,0.9,0.2,66.6624,13.3679
0.5,1,10,RC,3,160,0.8229,0.2202,93.6065,20.8408
0.5,1,15,C,1,170,0.9176,0.2749,22.3634,10.0863
0.5,1,15,C,2,170,0.9176,0.2007,44.2713,16.4401
0.5,1,15,C,3,170,0.9,0.1728,67.1007,19.528
0.5,1,15,R,1,230,0.7739,0.4183,19.4902,9.3308
0.5,1,15,R,2,230,0.763,0.3447,42.8085,16.5838
0.5,1,15,R,3,230,0.6855,0.3079,52.0962,19.5529
0.5,1,15,RC,1,160,0.7375,0.44,27.8032,13.9073
0.5,1,15,RC,2,160,0.7562,0.3445,58.3013,22.645
0.5,1,15,RC,3,160,0.7771,0.2706,90.3408,25.9701
0.5,1,25,C,2,170,0.8824,0.2443,52.2372,19.5929
0.5,1,25,C,4,170,0.8779,0.1699,97.5856,20.478
0.5,1,25,C,6,170,0.8235,0.1876,124.1643,31.6461
0.5,1,25,R,2,230,0.7457,0.3386,44.797,16.7281
0.5,1,25,R,4,230,0.7804,0.2335,93.822,21.6404
0.5,1,25,R,6,230,0.7355,0.2346,129.0886,26.3263
0.5,1,25,RC,2,160,0.7219,0.348,57.9776,24.0573
0.5,1,25,RC,4,160,0.7016,0.2884,117.5364,38.9379
0.5,1,25,RC,6,160,0.7448,0.2615,181.0501,48.7026
0.75,1,10,C,1,170,0.9235,0.2657,31.0191,13.0942
0.75,1,10,C,2,170,0.9676,0.123,65.5972,18.2152
0.75,1,10,C,3,170,0.9431,0.1401,94.7169,17.5899
0.75,1,10,R,1,230,0.7696,0.4211,24.2524,12.866
0.75,1,10,R,2,230,0.8261,0.2641,58.2127,19.3564
0.75,1,10,R,3,230,0.7623,0.2925,83.8711,27.1642
0.75,1,10,RC,1,160,0.7688,0.4216,44.8885,21.026
0.75,1,10,RC,2,160,0.9,0.2,99.3787,20.9344
0.75,1,10,RC,3,160,0.8229,0.2202,138.9857,32.5154
0.75,1,15,C,1,170,0.9,0.3,33.0395,15.3756
0.75,1,15,C,2,170,0.9118,0.2125,66.0535,25.1755
0.75,1,15,C,3,170,0.898,0.1773,100.1975,29.794
0.75,1,15,R,1,230,0.7348,0.4414,28.2715,14.4848
0.75,1,15,R,2,230,0.7196,0.3621,61.796,25.8788
0.75,1,15,R,3,230,0.6391,0.3285,74.0099,30.5743
0.75,1,15,RC,1,160,0.7375,0.44,40.899,21.9058
0.75,1,15,RC,2,160,0.7469,0.3491,85.8685,35.374
0.75,1,15,RC,3,160,0.7688,0.2764,132.9463,41.3408
0.75,1,25,C,2,170,0.8647,0.2699,77.6228,30.1125
0.75,1,25,C,4,170,0.8706,0.1698,144.8927,31.7336
0.75,1,25,C,6,170,0.8108,0.1887,183.6933,49.3845
0.75,1,25,R,2,230,0.7087,0.3519,65.0023,26.3511
0.75,1,25,R,4,230,0.7435,0.2606,136.2377,34.6934
0.75,1,25,R,6,230,0.7043,0.2507,186.9051,43.3652
0.75,1,25,RC,2,160,0.7219,0.348,85.3438,37.0457
0.75,1,25,RC,4,160,0.6953,0.2967,171.6273,61.7718
0.75,1,25,RC,6,160,0.7427,0.2621,265.8735,77.8921
