instance,size,class,level,seed_idx,status,objective,n_emergencies,n_outsourced,n_outsourced_infeasible,n_outsourced_economic,n_inserted,frac_outsourced,outsourcing,tw_penalty,completion_penalty,W,LAMBDA,PI_S,PI_C
010_C101,10,C,1,0,OPTIMAL,37.662,1,1,1,0,0,1.0,37.662,0.0,0.0,60,1.5,1,1.0
010_C101,10,C,1,1,OPTIMAL,42.3494,1,1,1,0,0,1.0,42.3494,0.0,0.0,60,1.5,1,1.0
010_C101,10,C,1,2,OPTIMAL,60.2801,1,1,1,0,0,1.0,60.2801,0.0,0.0,60,1.5,1,1.0
010_C101,10,C,1,3,OPTIMAL,86.5384,1,1,1,0,0,1.0,86.5384,0.0,0.0,60,1.5,1,1.0
010_C101,10,C,1,4,OPTIMAL,91.358,1,1,1,0,0,1.0,91.358,0.0,0.0,60,1.5,1,1.0
010_C101,10,C,1,5,OPTIMAL,110.3315,1,1,1,0,0,1.0,110.3315,0.0,0.0,60,1.5,1,1.0
010_C101,10,C,1,6,OPTIMAL,26.1203,1,1,1,0,0,1.0,26.1203,0.0,0.0,60,1.5,1,1.0
010_C101,10,C,1,7,OPTIMAL,56.2177,1,1,1,0,0,1.0,56.2177,0.0,0.0,60,1.5,1,1.0
010_C101,10,C,1,8,OPTIMAL,53.5067,1,1,1,0,0,1.0,53.5067,0.0,0.0,60,1.5,1,1.0
010_C101,10,C,1,9,OPTIMAL,48.0668,1,1,1,0,0,1.0,48.0668,0.0,0.0,60,1.5,1,1.0
010_C101,10,C,2,0,OPTIMAL,181.8475,2,2,2,0,0,1.0,181.8475,0.0,0.0,60,1.5,1,1.0
010_C101,10,C,2,1,OPTIMAL,173.1091,2,2,2,0,0,1.0,173.1091,0.0,0.0,60,1.5,1,1.0
010_C101,10,C,2,2,OPTIMAL,112.7015,2,2,2,0,0,1.0,112.7015,0.0,0.0,60,1.5,1,1.0
010_C101,10,C,2,3,OPTIMAL,96.0791,2,2,2,0,0,1.0,96.0791,0.0,0.0,60,1.5,1,1.0
010_C101,10,C,2,4,OPTIMAL,144.0795,2,2,2,0,0,1.0,144.0795,0.0,0.0,60,1.5,1,1.0
010_C101,10,C,2,5,OPTIMAL,79.0126,2,2,2,0,0,1.0,79.0126,0.0,0.0,60,1.5,1,1.0
010_C101,10,C,2,6,OPTIMAL,166.4526,2,2,2,0,0,1.0,166.4526,0.0,0.0,60,1.5,1,1.0
010_C101,10,C,2,7,OPTIMAL,90.5868,2,2,2,0,0,1.0,90.5868,0.0,0.0,60,1.5,1,1.0
010_C101,10,C,2,8,OPTIMAL,88.0875,2,2,2,0,0,1.0,88.0875,0.0,0.0,60,1.5,1,1.0
010_C101,10,C,2,9,OPTIMAL,184.1355,2,2,2,0,0,1.0,184.1355,0.0,0.0,60,1.5,1,1.0
010_C101,10,C,3,0,OPTIMAL,225.494,3,3,3,0,0,1.0,225.494,0.0,0.0,60,1.5,1,1.0
010_C101,10,C,3,1,OPTIMAL,197.6081,3,3,3,0,0,1.0,197.6081,0.0,0.0,60,1.5,1,1.0
010_C101,10,C,3,2,OPTIMAL,220.0853,3,3,3,0,0,1.0,220.0853,0.0,0.0,60,1.5,1,1.0
010_C101,10,C,3,3,OPTIMAL,185.0093,3,3,3,0,0,1.0,185.0093,0.0,0.0,60,1.5,1,1.0
010_C101,10,C,3,4,OPTIMAL,156.9173,3,3,3,0,0,1.0,156.9173,0.0,0.0,60,1.5,1,1.0
010_C101,10,C,3,5,OPTIMAL,197.7904,3,3,3,0,0,1.0,197.7904,0.0,0.0,60,1.5,1,1.0
010_C101,10,C,3,6,OPTIMAL,93.4042,3,2,2,0,1,0.6667,92.9017,0.0,0.5024,60,1.5,1,1.0
010_C101,10,C,3,7,OPTIMAL,241.9715,3,3,3,0,0,1.0,241.9715,0.0,0.0,60,1.5,1,1.0
010_C101,10,C,3,8,OPTIMAL,159.1865,3,2,2,0,1,0.6667,155.7811,0.0,3.4054,60,1.5,1,1.0
010_C101,10,C,3,9,OPTIMAL,126.3159,3,2,2,0,1,0.6667,109.7924,0.0,16.5236,60,1.5,1,1.0
010_C102,10,C,1,0,OPTIMAL,37.662,1,1,0,1,0,1.0,37.662,0.0,0.0,60,1.5,1,1.0
010_C102,10,C,1,1,OPTIMAL,42.3494,1,1,1,0,0,1.0,42.3494,0.0,0.0,60,1.5,1,1.0
010_C102,10,C,1,2,OPTIMAL,60.2801,1,1,1,0,0,1.0,60.2801,0.0,0.0,60,1.5,1,1.0
010_C102,10,C,1,3,OPTIMAL,86.5384,1,1,1,0,0,1.0,86.5384,0.0,0.0,60,1.5,1,1.0
010_C102,10,C,1,4,OPTIMAL,91.358,1,1,1,0,0,1.0,91.358,0.0,0.0,60,1.5,1,1.0
010_C102,10,C,1,5,OPTIMAL,110.3315,1,1,1,0,0,1.0,110.3315,0.0,0.0,60,1.5,1,1.0
010_C102,10,C,1,6,OPTIMAL,26.1203,1,1,1,0,0,1.0,26.1203,0.0,0.0,60,1.5,1,1.0
010_C102,10,C,1,7,OPTIMAL,56.2177,1,1,1,0,0,1.0,56.2177,0.0,0.0,60,1.5,1,1.0
010_C102,10,C,1,8,OPTIMAL,53.5067,1,1,1,0,0,1.0,53.5067,0.0,0.0,60,1.5,1,1.0
010_C102,10,C,1,9,OPTIMAL,48.0668,1,1,1,0,0,1.0,48.0668,0.0,0.0,60,1.5,1,1.0
010_C102,10,C,2,0,OPTIMAL,181.8475,2,2,2,0,0,1.0,181.8475,0.0,0.0,60,1.5,1,1.0
010_C102,10,C,2,1,OPTIMAL,173.1091,2,2,2,0,0,1.0,173.1091,0.0,0.0,60,1.5,1,1.0
010_C102,10,C,2,2,OPTIMAL,112.7015,2,2,2,0,0,1.0,112.7015,0.0,0.0,60,1.5,1,1.0
010_C102,10,C,2,3,OPTIMAL,96.0791,2,2,2,0,0,1.0,96.0791,0.0,0.0,60,1.5,1,1.0
010_C102,10,C,2,4,OPTIMAL,144.0795,2,2,2,0,0,1.0,144.0795,0.0,0.0,60,1.5,1,1.0
010_C102,10,C,2,5,OPTIMAL,79.0126,2,2,2,0,0,1.0,79.0126,0.0,0.0,60,1.5,1,1.0
010_C102,10,C,2,6,OPTIMAL,166.4526,2,2,2,0,0,1.0,166.4526,0.0,0.0,60,1.5,1,1.0
010_C102,10,C,2,7,OPTIMAL,90.5868,2,2,2,0,0,1.0,90.5868,0.0,0.0,60,1.5,1,1.0
010_C102,10,C,2,8,OPTIMAL,88.0875,2,2,2,0,0,1.0,88.0875,0.0,0.0,60,1.5,1,1.0
010_C102,10,C,2,9,OPTIMAL,184.1355,2,2,2,0,0,1.0,184.1355,0.0,0.0,60,1.5,1,1.0
010_C102,10,C,3,0,OPTIMAL,225.494,3,3,3,0,0,1.0,225.494,0.0,0.0,60,1.5,1,1.0
010_C102,10,C,3,1,OPTIMAL,197.6081,3,3,3,0,0,1.0,197.6081,0.0,0.0,60,1.5,1,1.0
010_C102,10,C,3,2,OPTIMAL,220.0853,3,3,3,0,0,1.0,220.0853,0.0,0.0,60,1.5,1,1.0
010_C102,10,C,3,3,OPTIMAL,185.0093,3,3,3,0,0,1.0,185.0093,0.0,0.0,60,1.5,1,1.0
010_C102,10,C,3,4,OPTIMAL,156.9173,3,3,3,0,0,1.0,156.9173,0.0,0.0,60,1.5,1,1.0
010_C102,10,C,3,5,OPTIMAL,197.7904,3,3,3,0,0,1.0,197.7904,0.0,0.0,60,1.5,1,1.0
010_C102,10,C,3,6,OPTIMAL,141.0406,3,3,3,0,0,1.0,141.0406,0.0,0.0,60,1.5,1,1.0
010_C102,10,C,3,7,OPTIMAL,241.9715,3,3,3,0,0,1.0,241.9715,0.0,0.0,60,1.5,1,1.0
